:END_ID(node),:START_ID(node),:TYPE,name
428,234,干员代号,干员代号
312,428,种族,种族
428,312,干员代号,干员代号
367,428,身高,身高
428,367,干员代号,干员代号
194,428,物理强度,物理强度
428,194,干员代号,干员代号
120,428,战场机动,战场机动
428,120,干员代号,干员代号
121,428,生理耐受,生理耐受
428,121,干员代号,干员代号
15,428,战术规划,战术规划
428,15,干员代号,干员代号
16,428,战斗技巧,战斗技巧
428,16,干员代号,干员代号
17,428,源石技艺适应性,源石技艺适应性
428,17,干员代号,干员代号
18,428,是否感染,是否感染
428,18,干员代号,干员代号
19,428,体细胞与源石融合率,体细胞与源石融合率
428,19,干员代号,干员代号
215,428,血液源石结晶密度,血液源石结晶密度
428,215,干员代号,干员代号
434,428,信物,信物
428,434,干员代号,干员代号
196,428,职业,职业
428,196,干员代号,干员代号
60,428,作战范围,作战范围
428,60,干员代号,干员代号
30,428,再部署时长,再部署时长
428,30,干员代号,干员代号
407,428,初始费用,初始费用
428,407,干员代号,干员代号
424,428,最终费用,最终费用
428,424,干员代号,干员代号
203,428,最大阻挡数,最大阻挡数
428,203,干员代号,干员代号
204,428,攻击速度,攻击速度
428,204,干员代号,干员代号
435,428,生命上限,生命上限
428,435,干员代号,干员代号
436,428,攻击力,攻击力
428,436,干员代号,干员代号
437,428,防御力,防御力
428,437,干员代号,干员代号
38,428,法术抗性,法术抗性
428,38,干员代号,干员代号
184,428,星级,星级
428,184,干员代号,干员代号
40,428,限定情况,限定情况
428,40,干员代号,干员代号
41,428,上线时间,上线时间
428,41,干员代号,干员代号
199,428,特性,特性
428,199,特性,特性
84,428,能力标签,能力标签
428,84,能力标签,能力标签
198,428,能力标签,能力标签
428,198,能力标签,能力标签
317,428,活跃领域,活跃领域
428,317,活跃领域,活跃领域
318,428,活跃领域,活跃领域
428,318,活跃领域,活跃领域
28,428,潜能,潜能
428,28,潜能,潜能
29,428,潜能,潜能
428,29,潜能,潜能
27,428,潜能,潜能
428,27,潜能,潜能
439,438,英文代号,英文代号
438,439,干员代号,干员代号
440,438,日文代号,日文代号
438,440,干员代号,干员代号
438,441,绘制,绘制
441,438,绘制者,绘制者
438,442,配音,配音
442,438,配音者,配音者
116,438,性别,性别
438,116,干员代号,干员代号
432,438,星座,星座
438,432,干员代号,干员代号
443,438,诞生月,诞生月
438,443,干员代号,干员代号
171,438,诞生地,诞生地
438,171,干员代号,干员代号
444,438,种族,种族
438,444,干员代号,干员代号
251,438,身高,身高
438,251,干员代号,干员代号
194,438,物理强度,物理强度
438,194,干员代号,干员代号
120,438,战场机动,战场机动
438,120,干员代号,干员代号
14,438,生理耐受,生理耐受
438,14,干员代号,干员代号
15,438,战术规划,战术规划
438,15,干员代号,干员代号
16,438,战斗技巧,战斗技巧
438,16,干员代号,干员代号
17,438,源石技艺适应性,源石技艺适应性
438,17,干员代号,干员代号
18,438,是否感染,是否感染
438,18,干员代号,干员代号
19,438,体细胞与源石融合率,体细胞与源石融合率
438,19,干员代号,干员代号
215,438,血液源石结晶密度,血液源石结晶密度
438,215,干员代号,干员代号
445,438,信物,信物
438,445,干员代号,干员代号
196,438,职业,职业
438,196,干员代号,干员代号
60,438,作战范围,作战范围
438,60,干员代号,干员代号
30,438,再部署时长,再部署时长
438,30,干员代号,干员代号
423,438,初始费用,初始费用
438,423,干员代号,干员代号
449,438,最终费用,最终费用
438,449,干员代号,干员代号
203,438,最大阻挡数,最大阻挡数
438,203,干员代号,干员代号
204,438,攻击速度,攻击速度
438,204,干员代号,干员代号
450,438,生命上限,生命上限
438,450,干员代号,干员代号
451,438,攻击力,攻击力
438,451,干员代号,干员代号
452,438,防御力,防御力
438,452,干员代号,干员代号
71,438,法术抗性,法术抗性
438,71,干员代号,干员代号
208,438,星级,星级
438,208,干员代号,干员代号
40,438,限定情况,限定情况
438,40,干员代号,干员代号
41,438,上线时间,上线时间
438,41,干员代号,干员代号
406,438,特性,特性
438,406,特性,特性
448,438,能力标签,能力标签
438,448,能力标签,能力标签
198,438,能力标签,能力标签
438,198,能力标签,能力标签
446,438,活跃领域,活跃领域
438,446,活跃领域,活跃领域
447,438,活跃领域,活跃领域
438,447,活跃领域,活跃领域
29,438,潜能,潜能
438,29,潜能,潜能
200,438,潜能,潜能
438,200,潜能,潜能
27,438,潜能,潜能
438,27,潜能,潜能
454,453,英文代号,英文代号
453,454,干员代号,干员代号
453,455,绘制,绘制
455,453,绘制者,绘制者
453,456,配音,配音
456,453,配音者,配音者
116,453,性别,性别
453,116,干员代号,干员代号
94,453,星座,星座
453,94,干员代号,干员代号
147,453,诞生月,诞生月
453,147,干员代号,干员代号
9,453,诞生地,诞生地
453,9,干员代号,干员代号
118,453,种族,种族
453,118,干员代号,干员代号
313,453,身高,身高
453,313,干员代号,干员代号
12,453,物理强度,物理强度
453,12,干员代号,干员代号
120,453,战场机动,战场机动
453,120,干员代号,干员代号
14,453,生理耐受,生理耐受
453,14,干员代号,干员代号
152,453,战术规划,战术规划
453,152,干员代号,干员代号
16,453,战斗技巧,战斗技巧
453,16,干员代号,干员代号
457,453,源石技艺适应性,源石技艺适应性
453,457,干员代号,干员代号
124,453,是否感染,是否感染
453,124,干员代号,干员代号
458,453,体细胞与源石融合率,体细胞与源石融合率
453,458,干员代号,干员代号
314,453,血液源石结晶密度,血液源石结晶密度
453,314,干员代号,干员代号
459,453,信物,信物
453,459,干员代号,干员代号
59,453,职业,职业
453,59,干员代号,干员代号
60,453,作战范围,作战范围
453,60,干员代号,干员代号
30,453,再部署时长,再部署时长
453,30,干员代号,干员代号
241,453,初始费用,初始费用
453,241,干员代号,干员代号
202,453,最终费用,最终费用
453,202,干员代号,干员代号
33,453,最大阻挡数,最大阻挡数
453,33,干员代号,干员代号
460,453,攻击速度,攻击速度
453,460,干员代号,干员代号
461,453,生命上限,生命上限
453,461,干员代号,干员代号
462,453,攻击力,攻击力
453,462,干员代号,干员代号
463,453,防御力,防御力
453,463,干员代号,干员代号
464,453,法术抗性,法术抗性
453,464,干员代号,干员代号
139,453,星级,星级
453,139,干员代号,干员代号
40,453,限定情况,限定情况
453,40,干员代号,干员代号
465,453,上线时间,上线时间
453,465,干员代号,干员代号
339,453,特性,特性
453,339,特性,特性
130,453,能力标签,能力标签
453,130,能力标签,能力标签
23,453,活跃领域,活跃领域
453,23,活跃领域,活跃领域
28,453,潜能,潜能
453,28,潜能,潜能
27,453,潜能,潜能
453,27,潜能,潜能
467,466,英文代号,英文代号
466,467,干员代号,干员代号
468,466,日文代号,日文代号
466,468,干员代号,干员代号
466,400,绘制,绘制
400,466,绘制者,绘制者
466,469,配音,配音
469,466,配音者,配音者
6,466,性别,性别
466,6,干员代号,干员代号
146,466,星座,星座
466,146,干员代号,干员代号
48,466,诞生月,诞生月
466,48,干员代号,干员代号
332,466,诞生地,诞生地
466,332,干员代号,干员代号
172,466,种族,种族
466,172,干员代号,干员代号
470,466,身高,身高
466,470,干员代号,干员代号
12,466,物理强度,物理强度
466,12,干员代号,干员代号
120,466,战场机动,战场机动
466,120,干员代号,干员代号
14,466,生理耐受,生理耐受
466,14,干员代号,干员代号
15,466,战术规划,战术规划
466,15,干员代号,干员代号
16,466,战斗技巧,战斗技巧
466,16,干员代号,干员代号
17,466,源石技艺适应性,源石技艺适应性
466,17,干员代号,干员代号
124,466,是否感染,是否感染
466,124,干员代号,干员代号
356,466,体细胞与源石融合率,体细胞与源石融合率
466,356,干员代号,干员代号
471,466,血液源石结晶密度,血液源石结晶密度
466,471,干员代号,干员代号
472,466,信物,信物
466,472,干员代号,干员代号
22,466,职业,职业
466,22,干员代号,干员代号
24,466,作战范围,作战范围
466,24,干员代号,干员代号
30,466,再部署时长,再部署时长
466,30,干员代号,干员代号
407,466,初始费用,初始费用
466,407,干员代号,干员代号
408,466,最终费用,最终费用
466,408,干员代号,干员代号
33,466,最大阻挡数,最大阻挡数
466,33,干员代号,干员代号
343,466,攻击速度,攻击速度
466,343,干员代号,干员代号
473,466,生命上限,生命上限
466,473,干员代号,干员代号
326,466,攻击力,攻击力
466,326,干员代号,干员代号
70,466,防御力,防御力
466,70,干员代号,干员代号
464,466,法术抗性,法术抗性
466,464,干员代号,干员代号
307,466,星级,星级
466,307,干员代号,干员代号
40,466,限定情况,限定情况
466,40,干员代号,干员代号
41,466,上线时间,上线时间
466,41,干员代号,干员代号
339,466,特性,特性
466,339,特性,特性
130,466,能力标签,能力标签
466,130,能力标签,能力标签
23,466,活跃领域,活跃领域
466,23,活跃领域,活跃领域
405,466,活跃领域,活跃领域
466,405,活跃领域,活跃领域
28,466,潜能,潜能
466,28,潜能,潜能
29,466,潜能,潜能
466,29,潜能,潜能
27,466,潜能,潜能
466,27,潜能,潜能
475,474,英文代号,英文代号
474,475,干员代号,干员代号
476,474,日文代号,日文代号
474,476,干员代号,干员代号
474,477,绘制,绘制
477,474,绘制者,绘制者
474,478,配音,配音
478,474,配音者,配音者
6,474,性别,性别
474,6,干员代号,干员代号
269,474,星座,星座
474,269,干员代号,干员代号
270,474,诞生月,诞生月
474,270,干员代号,干员代号
479,474,诞生地,诞生地
474,479,干员代号,干员代号
353,474,种族,种族
474,353,干员代号,干员代号
480,474,身高,身高
474,480,干员代号,干员代号
12,474,物理强度,物理强度
474,12,干员代号,干员代号
120,474,战场机动,战场机动
474,120,干员代号,干员代号
121,474,生理耐受,生理耐受
474,121,干员代号,干员代号
15,474,战术规划,战术规划
474,15,干员代号,干员代号
16,474,战斗技巧,战斗技巧
474,16,干员代号,干员代号
17,474,源石技艺适应性,源石技艺适应性
474,17,干员代号,干员代号
18,474,是否感染,是否感染
474,18,干员代号,干员代号
19,474,体细胞与源石融合率,体细胞与源石融合率
474,19,干员代号,干员代号
314,474,血液源石结晶密度,血液源石结晶密度
474,314,干员代号,干员代号
481,474,信物,信物
474,481,干员代号,干员代号
196,474,职业,职业
474,196,干员代号,干员代号
60,474,作战范围,作战范围
474,60,干员代号,干员代号
30,474,再部署时长,再部署时长
474,30,干员代号,干员代号
201,474,初始费用,初始费用
474,201,干员代号,干员代号
202,474,最终费用,最终费用
474,202,干员代号,干员代号
203,474,最大阻挡数,最大阻挡数
474,203,干员代号,干员代号
204,474,攻击速度,攻击速度
474,204,干员代号,干员代号
483,474,生命上限,生命上限
474,483,干员代号,干员代号
484,474,攻击力,攻击力
474,484,干员代号,干员代号
485,474,防御力,防御力
474,485,干员代号,干员代号
38,474,法术抗性,法术抗性
474,38,干员代号,干员代号
208,474,星级,星级
474,208,干员代号,干员代号
40,474,限定情况,限定情况
474,40,干员代号,干员代号
486,474,上线时间,上线时间
474,486,干员代号,干员代号
199,474,特性,特性
474,199,特性,特性
84,474,能力标签,能力标签
474,84,能力标签,能力标签
198,474,能力标签,能力标签
474,198,能力标签,能力标签
446,474,活跃领域,活跃领域
474,446,活跃领域,活跃领域
482,474,活跃领域,活跃领域
474,482,活跃领域,活跃领域
29,474,潜能,潜能
474,29,潜能,潜能
200,474,潜能,潜能
474,200,潜能,潜能
27,474,潜能,潜能
474,27,潜能,潜能
488,487,英文代号,英文代号
487,488,干员代号,干员代号
489,487,日文代号,日文代号
487,489,干员代号,干员代号
487,490,绘制,绘制
490,487,绘制者,绘制者
487,491,配音,配音
491,487,配音者,配音者
116,487,性别,性别
487,116,干员代号,干员代号
77,487,星座,星座
487,77,干员代号,干员代号
78,487,诞生月,诞生月
487,78,干员代号,干员代号
250,487,诞生地,诞生地
487,250,干员代号,干员代号
492,487,种族,种族
487,492,干员代号,干员代号
251,487,身高,身高
487,251,干员代号,干员代号
194,487,物理强度,物理强度
487,194,干员代号,干员代号
120,487,战场机动,战场机动
487,120,干员代号,干员代号
121,487,生理耐受,生理耐受
487,121,干员代号,干员代号
15,487,战术规划,战术规划
487,15,干员代号,干员代号
123,487,战斗技巧,战斗技巧
487,123,干员代号,干员代号
17,487,源石技艺适应性,源石技艺适应性
487,17,干员代号,干员代号
124,487,是否感染,是否感染
487,124,干员代号,干员代号
493,487,体细胞与源石融合率,体细胞与源石融合率
487,493,干员代号,干员代号
253,487,血液源石结晶密度,血液源石结晶密度
487,253,干员代号,干员代号
494,487,信物,信物
487,494,干员代号,干员代号
83,487,职业,职业
487,83,干员代号,干员代号
24,487,作战范围,作战范围
487,24,干员代号,干员代号
30,487,再部署时长,再部署时长
487,30,干员代号,干员代号
407,487,初始费用,初始费用
487,407,干员代号,干员代号
408,487,最终费用,最终费用
487,408,干员代号,干员代号
33,487,最大阻挡数,最大阻挡数
487,33,干员代号,干员代号
86,487,攻击速度,攻击速度
487,86,干员代号,干员代号
495,487,生命上限,生命上限
487,495,干员代号,干员代号
496,487,攻击力,攻击力
487,496,干员代号,干员代号
497,487,防御力,防御力
487,497,干员代号,干员代号
71,487,法术抗性,法术抗性
487,71,干员代号,干员代号
184,487,星级,星级
487,184,干员代号,干员代号
40,487,限定情况,限定情况
487,40,干员代号,干员代号
41,487,上线时间,上线时间
487,41,干员代号,干员代号
239,487,特性,特性
487,239,特性,特性
84,487,能力标签,能力标签
487,84,能力标签,能力标签
23,487,活跃领域,活跃领域
487,23,活跃领域,活跃领域
28,487,潜能,潜能
487,28,潜能,潜能
29,487,潜能,潜能
487,29,潜能,潜能
27,487,潜能,潜能
487,27,潜能,潜能
499,498,英文代号,英文代号
498,499,干员代号,干员代号
498,415,绘制,绘制
415,498,绘制者,绘制者
498,500,配音,配音
500,498,配音者,配音者
116,498,性别,性别
498,116,干员代号,干员代号
94,498,星座,星座
498,94,干员代号,干员代号
147,498,诞生月,诞生月
498,147,干员代号,干员代号
294,498,诞生地,诞生地
498,294,干员代号,干员代号
501,498,种族,种族
498,501,干员代号,干员代号
380,498,身高,身高
498,380,干员代号,干员代号
12,498,物理强度,物理强度
498,12,干员代号,干员代号
120,498,战场机动,战场机动
498,120,干员代号,干员代号
14,498,生理耐受,生理耐受
498,14,干员代号,干员代号
15,498,战术规划,战术规划
498,15,干员代号,干员代号
16,498,战斗技巧,战斗技巧
498,16,干员代号,干员代号
17,498,源石技艺适应性,源石技艺适应性
498,17,干员代号,干员代号
124,498,是否感染,是否感染
498,124,干员代号,干员代号
388,498,体细胞与源石融合率,体细胞与源石融合率
498,388,干员代号,干员代号
502,498,血液源石结晶密度,血液源石结晶密度
498,502,干员代号,干员代号
503,498,信物,信物
498,503,干员代号,干员代号
128,498,职业,职业
498,128,干员代号,干员代号
24,498,作战范围,作战范围
498,24,干员代号,干员代号
30,498,再部署时长,再部署时长
498,30,干员代号,干员代号
321,498,初始费用,初始费用
498,321,干员代号,干员代号
322,498,最终费用,最终费用
498,322,干员代号,干员代号
33,498,最大阻挡数,最大阻挡数
498,33,干员代号,干员代号
222,498,攻击速度,攻击速度
498,222,干员代号,干员代号
505,498,生命上限,生命上限
498,505,干员代号,干员代号
506,498,攻击力,攻击力
498,506,干员代号,干员代号
507,498,防御力,防御力
498,507,干员代号,干员代号
71,498,法术抗性,法术抗性
498,71,干员代号,干员代号
208,498,星级,星级
498,208,干员代号,干员代号
40,498,限定情况,限定情况
498,40,干员代号,干员代号
465,498,上线时间,上线时间
498,465,干员代号,干员代号
301,498,特性,特性
498,301,特性,特性
130,498,能力标签,能力标签
498,130,能力标签,能力标签
504,498,活跃领域,活跃领域
498,504,活跃领域,活跃领域
28,498,潜能,潜能
498,28,潜能,潜能
29,498,潜能,潜能
498,29,潜能,潜能
27,498,潜能,潜能
498,27,潜能,潜能
509,508,英文代号,英文代号
508,509,干员代号,干员代号
510,508,日文代号,日文代号
508,510,干员代号,干员代号
508,511,绘制,绘制
511,508,绘制者,绘制者
508,512,配音,配音
512,508,配音者,配音者
116,508,性别,性别
508,116,干员代号,干员代号
513,508,星座,星座
508,513,干员代号,干员代号
190,508,诞生月,诞生月
508,190,干员代号,干员代号
9,508,诞生地,诞生地
508,9,干员代号,干员代号
514,508,种族,种族
508,514,干员代号,干员代号
515,508,身高,身高
508,515,干员代号,干员代号
194,508,物理强度,物理强度
508,194,干员代号,干员代号
120,508,战场机动,战场机动
508,120,干员代号,干员代号
14,508,生理耐受,生理耐受
508,14,干员代号,干员代号
15,508,战术规划,战术规划
508,15,干员代号,干员代号
123,508,战斗技巧,战斗技巧
508,123,干员代号,干员代号
17,508,源石技艺适应性,源石技艺适应性
508,17,干员代号,干员代号
18,508,是否感染,是否感染
508,18,干员代号,干员代号
19,508,体细胞与源石融合率,体细胞与源石融合率
508,19,干员代号,干员代号
215,508,血液源石结晶密度,血液源石结晶密度
508,215,干员代号,干员代号
516,508,信物,信物
508,516,干员代号,干员代号
59,508,职业,职业
508,59,干员代号,干员代号
60,508,作战范围,作战范围
508,60,干员代号,干员代号
30,508,再部署时长,再部署时长
508,30,干员代号,干员代号
160,508,初始费用,初始费用
508,160,干员代号,干员代号
161,508,最终费用,最终费用
508,161,干员代号,干员代号
33,508,最大阻挡数,最大阻挡数
508,33,干员代号,干员代号
520,508,攻击速度,攻击速度
508,520,干员代号,干员代号
521,508,生命上限,生命上限
508,521,干员代号,干员代号
522,508,攻击力,攻击力
508,522,干员代号,干员代号
327,508,防御力,防御力
508,327,干员代号,干员代号
71,508,法术抗性,法术抗性
508,71,干员代号,干员代号
208,508,星级,星级
508,208,干员代号,干员代号
40,508,限定情况,限定情况
508,40,干员代号,干员代号
41,508,上线时间,上线时间
508,41,干员代号,干员代号
519,508,特性,特性
508,519,特性,特性
518,508,能力标签,能力标签
508,518,能力标签,能力标签
130,508,能力标签,能力标签
508,130,能力标签,能力标签
155,508,活跃领域,活跃领域
508,155,活跃领域,活跃领域
517,508,活跃领域,活跃领域
508,517,活跃领域,活跃领域
28,508,潜能,潜能
508,28,潜能,潜能
29,508,潜能,潜能
508,29,潜能,潜能
27,508,潜能,潜能
508,27,潜能,潜能
524,523,英文代号,英文代号
523,524,干员代号,干员代号
523,525,绘制,绘制
525,523,绘制者,绘制者
523,526,配音,配音
526,523,配音者,配音者
116,523,性别,性别
523,116,干员代号,干员代号
513,523,星座,星座
523,513,干员代号,干员代号
190,523,诞生月,诞生月
523,190,干员代号,干员代号
527,523,诞生地,诞生地
523,527,干员代号,干员代号
444,523,种族,种族
523,444,干员代号,干员代号
354,523,身高,身高
523,354,干员代号,干员代号
12,523,物理强度,物理强度
523,12,干员代号,干员代号
13,523,战场机动,战场机动
523,13,干员代号,干员代号
14,523,生理耐受,生理耐受
523,14,干员代号,干员代号
152,523,战术规划,战术规划
523,152,干员代号,干员代号
16,523,战斗技巧,战斗技巧
523,16,干员代号,干员代号
17,523,源石技艺适应性,源石技艺适应性
523,17,干员代号,干员代号
124,523,是否感染,是否感染
523,124,干员代号,干员代号
528,523,体细胞与源石融合率,体细胞与源石融合率
523,528,干员代号,干员代号
126,523,血液源石结晶密度,血液源石结晶密度
523,126,干员代号,干员代号
529,523,信物,信物
523,529,干员代号,干员代号
83,523,职业,职业
523,83,干员代号,干员代号
24,523,作战范围,作战范围
523,24,干员代号,干员代号
240,523,再部署时长,再部署时长
523,240,干员代号,干员代号
241,523,初始费用,初始费用
523,241,干员代号,干员代号
202,523,最终费用,最终费用
523,202,干员代号,干员代号
33,523,最大阻挡数,最大阻挡数
523,33,干员代号,干员代号
86,523,攻击速度,攻击速度
523,86,干员代号,干员代号
531,523,生命上限,生命上限
523,531,干员代号,干员代号
532,523,攻击力,攻击力
523,532,干员代号,干员代号
533,523,防御力,防御力
523,533,干员代号,干员代号
71,523,法术抗性,法术抗性
523,71,干员代号,干员代号
208,523,星级,星级
523,208,干员代号,干员代号
40,523,限定情况,限定情况
523,40,干员代号,干员代号
534,523,上线时间,上线时间
523,534,干员代号,干员代号
239,523,特性,特性
523,239,特性,特性
84,523,能力标签,能力标签
523,84,能力标签,能力标签
530,523,活跃领域,活跃领域
523,530,活跃领域,活跃领域
29,523,潜能,潜能
523,29,潜能,潜能
27,523,潜能,潜能
523,27,潜能,潜能
536,535,英文代号,英文代号
535,536,干员代号,干员代号
537,535,日文代号,日文代号
535,537,干员代号,干员代号
535,538,绘制,绘制
538,535,绘制者,绘制者
535,539,配音,配音
539,535,配音者,配音者
116,535,性别,性别
535,116,干员代号,干员代号
513,535,星座,星座
535,513,干员代号,干员代号
190,535,诞生月,诞生月
535,190,干员代号,干员代号
402,535,诞生地,诞生地
535,402,干员代号,干员代号
540,535,种族,种族
535,540,干员代号,干员代号
333,535,身高,身高
535,333,干员代号,干员代号
12,535,物理强度,物理强度
535,12,干员代号,干员代号
120,535,战场机动,战场机动
535,120,干员代号,干员代号
14,535,生理耐受,生理耐受
535,14,干员代号,干员代号
15,535,战术规划,战术规划
535,15,干员代号,干员代号
16,535,战斗技巧,战斗技巧
535,16,干员代号,干员代号
174,535,源石技艺适应性,源石技艺适应性
535,174,干员代号,干员代号
124,535,是否感染,是否感染
535,124,干员代号,干员代号
125,535,体细胞与源石融合率,体细胞与源石融合率
535,125,干员代号,干员代号
357,535,血液源石结晶密度,血液源石结晶密度
535,357,干员代号,干员代号
541,535,信物,信物
535,541,干员代号,干员代号
336,535,职业,职业
535,336,干员代号,干员代号
24,535,作战范围,作战范围
535,24,干员代号,干员代号
30,535,再部署时长,再部署时长
535,30,干员代号,干员代号
545,535,初始费用,初始费用
535,545,干员代号,干员代号
546,535,最终费用,最终费用
535,546,干员代号,干员代号
33,535,最大阻挡数,最大阻挡数
535,33,干员代号,干员代号
547,535,攻击速度,攻击速度
535,547,干员代号,干员代号
548,535,生命上限,生命上限
535,548,干员代号,干员代号
549,535,攻击力,攻击力
535,549,干员代号,干员代号
550,535,防御力,防御力
535,550,干员代号,干员代号
286,535,法术抗性,法术抗性
535,286,干员代号,干员代号
184,535,星级,星级
535,184,干员代号,干员代号
40,535,限定情况,限定情况
535,40,干员代号,干员代号
41,535,上线时间,上线时间
535,41,干员代号,干员代号
544,535,特性,特性
535,544,特性,特性
543,535,能力标签,能力标签
535,543,能力标签,能力标签
542,535,活跃领域,活跃领域
535,542,活跃领域,活跃领域
28,535,潜能,潜能
535,28,潜能,潜能
29,535,潜能,潜能
535,29,潜能,潜能
27,535,潜能,潜能
535,27,潜能,潜能
552,551,英文代号,英文代号
551,552,干员代号,干员代号
553,551,日文代号,日文代号
551,553,干员代号,干员代号
551,290,绘制,绘制
290,551,绘制者,绘制者
551,554,配音,配音
554,551,配音者,配音者
116,551,性别,性别
551,116,干员代号,干员代号
232,551,星座,星座
551,232,干员代号,干员代号
233,551,诞生月,诞生月
551,233,干员代号,干员代号
49,551,诞生地,诞生地
551,49,干员代号,干员代号
172,551,种族,种族
551,172,干员代号,干员代号
97,551,身高,身高
551,97,干员代号,干员代号
194,551,物理强度,物理强度
551,194,干员代号,干员代号
120,551,战场机动,战场机动
551,120,干员代号,干员代号
14,551,生理耐受,生理耐受
551,14,干员代号,干员代号
15,551,战术规划,战术规划
551,15,干员代号,干员代号
123,551,战斗技巧,战斗技巧
551,123,干员代号,干员代号
17,551,源石技艺适应性,源石技艺适应性
551,17,干员代号,干员代号
18,551,是否感染,是否感染
551,18,干员代号,干员代号
19,551,体细胞与源石融合率,体细胞与源石融合率
551,19,干员代号,干员代号
555,551,血液源石结晶密度,血液源石结晶密度
551,555,干员代号,干员代号
556,551,信物,信物
551,556,干员代号,干员代号
196,551,职业,职业
551,196,干员代号,干员代号
60,551,作战范围,作战范围
551,60,干员代号,干员代号
30,551,再部署时长,再部署时长
551,30,干员代号,干员代号
558,551,初始费用,初始费用
551,558,干员代号,干员代号
32,551,最终费用,最终费用
551,32,干员代号,干员代号
203,551,最大阻挡数,最大阻挡数
551,203,干员代号,干员代号
343,551,攻击速度,攻击速度
551,343,干员代号,干员代号
559,551,生命上限,生命上限
551,559,干员代号,干员代号
560,551,攻击力,攻击力
551,560,干员代号,干员代号
561,551,防御力,防御力
551,561,干员代号,干员代号
464,551,法术抗性,法术抗性
551,464,干员代号,干员代号
184,551,星级,星级
551,184,干员代号,干员代号
40,551,限定情况,限定情况
551,40,干员代号,干员代号
562,551,上线时间,上线时间
551,562,干员代号,干员代号
557,551,特性,特性
551,557,特性,特性
130,551,能力标签,能力标签
551,130,能力标签,能力标签
198,551,能力标签,能力标签
551,198,能力标签,能力标签
23,551,活跃领域,活跃领域
551,23,活跃领域,活跃领域
28,551,潜能,潜能
551,28,潜能,潜能
29,551,潜能,潜能
551,29,潜能,潜能
200,551,潜能,潜能
551,200,潜能,潜能
27,551,潜能,潜能
551,27,潜能,潜能
564,563,英文代号,英文代号
563,564,干员代号,干员代号
565,563,日文代号,日文代号
563,565,干员代号,干员代号
563,267,绘制,绘制
267,563,绘制者,绘制者
563,566,配音,配音
566,563,配音者,配音者
116,563,性别,性别
563,116,干员代号,干员代号
77,563,星座,星座
563,77,干员代号,干员代号
190,563,诞生月,诞生月
563,190,干员代号,干员代号
49,563,诞生地,诞生地
563,49,干员代号,干员代号
567,563,种族,种族
563,567,干员代号,干员代号
568,563,身高,身高
563,568,干员代号,干员代号
194,563,物理强度,物理强度
563,194,干员代号,干员代号
120,563,战场机动,战场机动
563,120,干员代号,干员代号
121,563,生理耐受,生理耐受
563,121,干员代号,干员代号
152,563,战术规划,战术规划
563,152,干员代号,干员代号
123,563,战斗技巧,战斗技巧
563,123,干员代号,干员代号
272,563,源石技艺适应性,源石技艺适应性
563,272,干员代号,干员代号
18,563,是否感染,是否感染
563,18,干员代号,干员代号
19,563,体细胞与源石融合率,体细胞与源石融合率
563,19,干员代号,干员代号
334,563,血液源石结晶密度,血液源石结晶密度
563,334,干员代号,干员代号
569,563,信物,信物
563,569,干员代号,干员代号
196,563,职业,职业
563,196,干员代号,干员代号
60,563,作战范围,作战范围
563,60,干员代号,干员代号
30,563,再部署时长,再部署时长
563,30,干员代号,干员代号
423,563,初始费用,初始费用
563,423,干员代号,干员代号
449,563,最终费用,最终费用
563,449,干员代号,干员代号
203,563,最大阻挡数,最大阻挡数
563,203,干员代号,干员代号
204,563,攻击速度,攻击速度
563,204,干员代号,干员代号
570,563,生命上限,生命上限
563,570,干员代号,干员代号
571,563,攻击力,攻击力
563,571,干员代号,干员代号
572,563,防御力,防御力
563,572,干员代号,干员代号
38,563,法术抗性,法术抗性
563,38,干员代号,干员代号
139,563,星级,星级
563,139,干员代号,干员代号
40,563,限定情况,限定情况
563,40,干员代号,干员代号
41,563,上线时间,上线时间
563,41,干员代号,干员代号
199,563,特性,特性
563,199,特性,特性
61,563,能力标签,能力标签
563,61,能力标签,能力标签
84,563,能力标签,能力标签
563,84,能力标签,能力标签
198,563,能力标签,能力标签
563,198,能力标签,能力标签
276,563,活跃领域,活跃领域
563,276,活跃领域,活跃领域
277,563,活跃领域,活跃领域
563,277,活跃领域,活跃领域
29,563,潜能,潜能
563,29,潜能,潜能
200,563,潜能,潜能
563,200,潜能,潜能
27,563,潜能,潜能
563,27,潜能,潜能
574,573,英文代号,英文代号
573,574,干员代号,干员代号
573,441,绘制,绘制
441,573,绘制者,绘制者
573,575,配音,配音
575,573,配音者,配音者
116,573,性别,性别
573,116,干员代号,干员代号
292,573,星座,星座
573,292,干员代号,干员代号
293,573,诞生月,诞生月
573,293,干员代号,干员代号
212,573,诞生地,诞生地
573,212,干员代号,干员代号
576,573,种族,种族
573,576,干员代号,干员代号
313,573,身高,身高
573,313,干员代号,干员代号
12,573,物理强度,物理强度
573,12,干员代号,干员代号
120,573,战场机动,战场机动
573,120,干员代号,干员代号
14,573,生理耐受,生理耐受
573,14,干员代号,干员代号
15,573,战术规划,战术规划
573,15,干员代号,干员代号
16,573,战斗技巧,战斗技巧
573,16,干员代号,干员代号
457,573,源石技艺适应性,源石技艺适应性
573,457,干员代号,干员代号
18,573,是否感染,是否感染
573,18,干员代号,干员代号
19,573,体细胞与源石融合率,体细胞与源石融合率
573,19,干员代号,干员代号
577,573,血液源石结晶密度,血液源石结晶密度
573,577,干员代号,干员代号
